incident_name,Date ,Acres,Longitude,Latitude
Park Fire,2018-10-07T12:57:00Z,63,-121.6869444,37.1769444
CZU Lightning Complex (Including Warnella Fire) ,2020-08-16T08:00:00Z,86509,-122.22275,37.17162
Coe Fire,2016-06-07T16:30:00Z,120,-121.42238,37.17072
Revis Fire,2013-06-12T16:40:00Z,75,-119.75636,37.169379
Park Fire,2020-07-04T07:13:22Z,353,-121.567505,37.166733
Cabrillo Fire,2019-10-24T20:15:36Z,62,-122.361112,37.166674
Corrine Fire,2015-06-18T21:00:00Z,920,-119.523943,37.165767
Hale Fire,2018-07-10T16:45:00Z,51,-121.702547,37.163594
Smalley Fire,2021-05-31T19:12:45Z,45,-119.5166045,37.1619216
Tres Pinos Fire,2013-05-03T11:42:00Z,354,-120.937494,37.160346
Power Fire,2020-07-11T17:57:49Z,108,-119.50307,37.1487
Raymond Fire,2018-06-15T11:46:00Z,60,-119.91223,37.14663
Tilton Fire,2017-08-11T14:55:00Z,100,-121.68165,37.14653
Eastman Fire,2017-09-18T16:04:00Z,483,-120.015509,37.14624
Uvas Fire,2013-07-12T13:09:00Z,50,-121.7804,37.1438
Bullfrog Fire,2020-09-12T13:57:57Z,1185,-119.027309,37.135474
Bear Fire ,2018-11-16T11:01:00Z,10,-122.12036,37.12857
26 Fire,2017-06-07T21:00:00Z,157,-120.0193,37.12759
Paseo Fire,2021-06-25T14:23:00Z,37,-121.584194,37.118582
Oak Fire,2016-09-01T14:36:00Z,25,-121.69784,37.11831
Rabbit Fire ,2020-07-20T19:15:32Z,135,-119.932391,37.118075
Acres Fire,2020-06-01T15:29:05Z,237,-119.93221,37.11806
Acres Fire,2020-05-21T11:30:00Z,152,-119.982359,37.11715
Gold Fire,2013-04-30T12:59:00Z,274,-119.635004,37.116295
Loma Fire,2016-09-26T14:42:00Z,4474,-121.85318,37.10632
ONeals Fire,2018-06-04T17:44:00Z,300,-119.623981,37.10181
Shaver Fire,2017-09-11T10:00:00Z,10,-119.32109,37.10067
Experimental Fire,2018-05-23T14:30:00Z,56,-119.75307,37.0979
Daulton Fire,2017-07-07T10:00:00Z,90,-120.02027,37.09773
Luis Fire,2021-04-24T14:50:00Z,93,-121.143154,37.0953436
Mid Fire,2019-07-12T18:40:09Z,22,-121.586846,37.093243
Cotton Fire,2020-07-05T07:30:23Z,100,-121.086625,37.091637
Bonny Doone Complex (Previously Fanning Fire),2021-01-19T06:48:00Z,20,-122.10509,37.08931
Romero Fire,2018-06-24T16:11:00Z,68,-121.09354,37.08529
Cottonwood Fire,2020-07-27T09:28:40Z,788,-121.101634,37.083806
Forebay Fire,2015-05-11T10:26:00Z,692,-121.06963,37.08312
Oakwood Fire,2017-06-10T13:19:00Z,1417,-119.8011,37.0825
Hensley Fire ,2020-08-30T11:11:55Z,400,-119.88673,37.08053
Power Fire ,2022-09-06T16:23:23Z,130,-119.485927,37.080478
Church Fire,2018-07-25T16:14:00Z,20,-121.600023,37.07793
Red Fire,2015-06-21T12:08:00Z,135,-119.6958,37.072561
Dinosaur Fire,2016-06-25T23:45:00Z,1246,-121.20155,37.07147
Point Fire ,2019-10-07T09:58:51Z,29,-121.219163,37.066483
Pass Fire,2020-06-28T13:28:53Z,2192,-121.21912,37.06641
Oak Fire,2016-08-12T16:00:00Z,25,-121.68577,37.06531
Bridle Fire,2018-07-06T10:40:00Z,116,-121.53586,37.06367
Basalt Fire,2021-07-09T13:26:01Z,92,-121.05758,37.06047
Dinosaur Fire,2018-06-17T15:09:00Z,185,-121.176354,37.05876
Plaza Fire,2018-05-20T13:07:00Z,88,-121.01638,37.056944
152 Fire,2013-06-04T15:42:00Z,124,-121.006939,37.03776
Crews Fire,2020-07-05T14:55:49Z,5513,-121.501532,37.034839
Jamieson Fire,2019-08-25T13:06:49Z,35,-121.45597,37.034183
Taboose Fire,2019-09-06T12:43:35Z,10296,-118.345,37.034
Sierra Fire,2013-06-17T14:41:00Z,46,-119.463757,37.03087
Blue Fire,2021-06-30T16:22:00Z,277,-119.2548441,37.02865767
Road Fire,2017-06-18T14:04:00Z,25,-119.95136,37.02081
Madera Fire ,2019-07-15T18:19:31Z,213,-119.934167,37.016944
Goose Fire,2016-07-30T16:40:00Z,2241,-119.50507,37.01591
Rolling Fire,2013-06-16T18:17:00Z,480,-119.78106,37.015575
Table Fire,2022-07-01T13:31:00Z,52,-119.576797,37.013878
Estrada Fire,2021-10-15T14:40:39Z,148,-121.752106,37.013464
Rincon Fire,2018-11-03T21:28:00Z,17,-122.046,37.0125
Green Fire,2016-07-15T16:45:00Z,123,-119.5792,37.0099
Morgan Fire,2014-06-09T15:15:00Z,40,-119.525506,36.991825
Bally Fire,2017-09-03T19:17:00Z,100,-121.59899,36.99092
Freedom Fire,2021-01-19T19:13:18Z,37,-121.83627,36.98767
Sycamore Fire,2020-06-23T08:23:48Z,19,-119.33439,36.97511
House Fire,2022-05-11T12:39:00Z,171,-119.443013,36.974622
Bonadelle Fire,2020-07-02T15:27:03Z,500,-119.9252132,36.9678542
Wright Fire,2017-05-12T15:30:00Z,1733,-120.89261,36.96655
Rusty Fire,2017-05-28T07:49:00Z,16,-119.58292,36.96642
Castro Fire,2017-07-23T16:07:00Z,78,-121.55552,36.96607
RV Fire,2023-08-01T13:54:00Z,29,-120.8839,36.9648
Auberry Fire,2017-07-05T15:40:00Z,91,-119.65621,36.95104
Pistol Fire,2023-05-30T11:32:00Z,123,-119.6801,36.9466
Power Fire,2017-09-20T21:07:00Z,48,-120.90462,36.94652
Sacata Fire,2016-10-11T12:58:00Z,2100,-119.25959,36.94536
Eagle Fire,2018-10-02T15:45:00Z,32,-119.3127769,36.938674
Wildcat Fire,2023-06-16T20:11:00Z,,-119.2043,36.9351
Flat Fire,2017-08-26T14:31:00Z,111,-119.43376,36.93332
Vulcan Fire,2021-06-27T17:05:33Z,140,-119.735,36.932
Big Fire,2016-07-11T14:30:00Z,188,-119.39619,36.92244
Sherwood Fire,2016-07-13T15:52:00Z,78,-119.39619,36.92244
41 Fire,2017-05-17T15:30:00Z,150,-119.79315,36.90967
Trimmer Fire,2020-08-04T09:44:14Z,594,-119.2439,36.90933
Childrens Fire,2021-09-19T11:40:00Z,42,-119.792528,36.89365
Anzar Fire,2022-07-21T15:21:00Z,104,-121.604728,36.8927679
DeWolf Fire,2016-05-25T01:03:00Z,278,-119.654,36.88286
Rough Fire ,2015-07-31T19:00:00Z,151623,-118.905,36.874
Betabel Fire,2015-07-20T13:23:00Z,25,-121.5681,36.8727
Crane Fire,2023-06-27T23:04:00Z,24,-119.0137,36.8675
Slope Fire,2021-05-31T16:24:20Z,25,-119.3484122,36.86201725
Valley Fire,2017-07-04T13:21:00Z,34,-121.30983,36.85596
Nees Fire,2018-05-02T16:00:00Z,1756,-120.77206,36.85156
Sunny Fire,2016-09-03T14:44:00Z,158,-119.34487,36.84479
Fairview Fire,2018-06-03T15:09:00Z,35,-121.36446,36.83036
Lake Fire,2014-01-25T06:37:00Z,106,-119.3415,36.8266
Hog Fire,2020-06-12T17:35:38Z,533,-119.36572,36.82276
Freedom Fire,2017-07-04T13:21:00Z,57,-119.51592,36.81476
Hidden Fire,2016-06-03T17:39:00Z,30,-121.40304,36.80296
Fish Fire,2021-07-04T17:46:54Z,75,-119.393795,36.802809
Tivy Fire,2017-06-11T22:45:00Z,76,-119.35901,36.8005
Hidden Fire,2018-07-25T14:11:00Z,39,-121.40604,36.796
Avocado Fire,2016-05-15T16:38:00Z,132,-119.38248,36.78769
Clinton Fire,2013-06-13T11:54:00Z,108,-119.628389,36.772425
Michelle Fire,2013-06-13T15:54:00Z,35,-119.558244,36.763367
Haberkern Fire,2023-08-01T16:00:00Z,35,-119.988888,36.7611111
Cobble Fire,2018-05-26T14:52:00Z,108,-119.42172,36.75581
Panoche Fire,2023-06-03T14:26:46Z,65,-120.8991,36.7536
Silver Fire,2017-10-11T15:59:00Z,58,-119.2288,36.7528
Kings Fire,2020-07-05T14:39:40Z,67,-119.116536,36.750186
Hall Fire,2014-06-11T07:30:00Z,25,-119.241493,36.742747
Foster Fire ,2019-09-04T20:33:59Z,17,-121.39478,36.732866
Hill Fire,2017-08-27T18:47:00Z,69,-119.28241,36.7279
George Fire,2013-06-25T13:36:00Z,150,-119.2248,36.7218
Moffat Fire,2018-04-19T10:28:00Z,1065,-118.08449,36.71537
Rodeo Fire,2023-06-09T16:46:00Z,15,-119.304258,36.70984
Cienega Fire,2015-10-12T16:00:00Z,690,-121.32734,36.70854
Wild Fire,2017-06-11T10:46:00Z,186,-120.405077,36.704679
Stage Fire,2020-06-21T21:50:06Z,52,-121.57407,36.69845
Anchor Fire,2018-06-27T12:39:00Z,76,-119.304499,36.696879
Long Fire,2023-07-25T15:24:50Z,33,-119.1521739,36.6932792
Orange Fire,2023-06-01T16:46:00Z,108,-119.2971,36.678
Pebble Fire,2022-07-31T14:27:00Z,55,-119.1902259,36.6760553
Georges Fire,2018-07-08T13:36:00Z,2883,-118.21881,36.6734
Hill Fire,2019-05-29T17:18:00Z,121,-119.3046,36.66909
Reservation Fire,2017-07-16T11:17:00Z,40,-121.74826,36.66684
Newmark Fire,2016-09-23T12:40:00Z,70,-119.5327,36.6543
Panoche Fire,2018-07-11T16:40:00Z,278,-121.0454,36.65351
Coyote Fire,2020-07-15T14:04:08Z,1485,-121.04401,36.653
Panoche Fire,2018-06-04T23:17:00Z,64,-121.03253,36.64832
Hogback Fire,2017-07-18T15:50:00Z,58,-118.99944,36.64404
Panoche Fire,2021-06-23T13:38:00Z,145,-120.987172,36.63228
Encinal Fire,2014-03-19T16:45:00Z,400,-121.4819,36.6313
Monterey Fire,2017-06-11T17:15:00Z,450,-120.369347,36.616986
Panoche Fire,2017-05-28T16:16:00Z,18,-120.7109,36.61332
Manning Fire,2017-05-19T23:28:00Z,70,-120.5828,36.60736
River Fire,2013-02-24T08:16:00Z,407,-118.01651,36.602575
River Fire,2020-08-16T14:56:54Z,48088,-121.62161,36.60239
Antelope Fire,2019-09-02T15:40:37Z,167,-120.8405,36.600167
Inyo Creek Fire,2021-06-19T06:19:04Z,592,-118.1420738,36.6000177
Alabama Fire,2021-06-18T08:00:00Z,560,-118.20355,36.59717
Idria Fire,2018-07-12T12:57:00Z,116,-120.82355,36.59036
Lone Pine Fire,2016-07-01T12:56:00Z,30,-118.15589,36.58972
York Fire,2017-10-15T14:55:00Z,31,-121.80377,36.5858
Slough Fire,2023-06-18T11:31:00Z,540,-120.188,36.5737
Laureles Fire,2015-09-19T15:25:00Z,95,-121.7556029,36.5696373
KNP Complex,2021-09-10T07:00:00Z,,-118.811,36.567
Grade Fire ,2020-06-22T08:16:27Z,1050,-119.19677,36.5537
Tumey Fire,2017-04-29T17:15:00Z,126,-120.6585,36.5355
Dry Creek Complex,2023-08-10T18:51:00Z,441,-119.0113,36.5323
El Dorado Fire,2017-04-28T15:40:00Z,750,-120.206592,36.530836
King Incident,2017-06-23T22:32:00Z,0,-119.50606,36.51912
Old Fire,2016-06-12T12:45:00Z,83,-121.04993,36.49914
Advance Fire,2015-07-30T12:40:00Z,86,-118.9009,36.49845
Idria Fire,2023-07-19T23:32:00Z,296,-120.801732,36.490487
Antelope Fire,2021-06-18T06:33:00Z,11,-119.10788,36.47887
Market Fire,2018-10-24T12:18:00Z,120,-119.10433,36.47766
Pinnacles Fire,2021-07-28T00:00:00Z,171,-121.224797,36.476664
Range Fire,2023-06-04T17:38:50Z,72,-121.3319,36.4647
Soberanes Fire,2016-07-22T08:48:00Z,132127,-121.89938,36.45994
Dinely Fire,2017-06-07T11:55:00Z,339,-118.87676,36.45809
Sonoma Fire,2017-05-10T15:27:00Z,400,-120.2445,36.45491
Carmel Fire,2020-08-18T14:24:01Z,6901,-121.68181,36.4463
Soledad Fire,2017-04-24T12:06:00Z,10,-121.34695,36.44141
Hernandez Fire,2023-08-10T18:47:45Z,75,-120.9783812,36.4392121
Horse Creek Fire,2018-07-19T16:25:00Z,34,-118.70443,36.42638
Airline Fire,2018-06-04T17:01:00Z,1314,-120.99322,36.40755
Creek Fire,2019-08-31T15:31:59Z,756,-119.030621,36.40193
Colorado Fire,2022-01-21T17:19:00Z,687,-121.880533,36.396461
Metz Fire,2016-05-22T15:27:00Z,3876,-121.20059,36.38123
Bitterwater Fire,2017-11-25T16:46:00Z,47,-121.00391,36.38109
Eastern Fire,2018-06-04T17:30:00Z,513,-120.901167,36.378333
Marmot Fire,2022-08-02T13:35:00Z,127,-118.853671,36.378236
Beaver Fire,2018-06-12T15:06:00Z,215,-120.862579,36.37532
Fork Fire,2020-06-18T20:28:41Z,130,-118.845123,36.37085
Tassajara Fire,2015-09-19T15:00:00Z,1086,-121.589554,36.3699644
Coalinga Fire,2017-08-30T16:51:00Z,102,-120.32685,36.36113
Bitterwater Fire,2017-05-22T04:50:00Z,21,-120.99552,36.35578
Metz Fire,2018-09-13T15:37:00Z,411,-121.1563,36.35502
Mud Fire ,2019-10-18T12:17:32Z,137,-120.460189,36.319291
Summit Fire,2022-08-03T10:16:06Z,1400,-118.650278,36.319167
Bitter Fire ,2020-06-16T14:11:55Z,813,-120.92925,36.3011
Rocky Fire,2023-06-18T09:31:39Z,141,-119.0828,36.3002
Lonoak Fire,2019-06-25T09:18:22Z,2546,-120.94771,36.28426
Cow Fire,2019-09-06T12:23:00Z,1975,-118.228,36.284
Arroyo Fire,2016-06-18T16:47:00Z,70,-121.3306,36.2833
Spruce Fire,2019-06-01T15:49:00Z,155,-119.10974,36.28001
Lonoak Fire,2017-05-17T15:18:00Z,17,-120.94328,36.2771
Creek Fire,2017-06-23T16:00:00Z,357,-120.65185,36.27306
Lion Fire,2017-09-27T14:00:00Z,18900,-118.48555,36.27138
Derrick Fire,2017-07-02T22:28:00Z,1562,-120.620791,36.269125
Walkers Fire,2021-08-16T16:05:54Z,8777,-118.555,36.268
Bitterwater Fire,2020-06-07T14:43:51Z,211,-121.0781,36.2644
Angora Fire,2013-09-08T11:53:00Z,134,-118.459,36.258
Indian Fire,2017-08-02T18:00:00Z,2295,-118.296,36.257
Murphy Fire,2017-09-19T19:47:00Z,237,-120.31598,36.24653
Cabin Fire,2015-07-19T08:00:00Z,6980,-118.54,36.24
Yokohl Fire,2019-06-03T12:18:00Z,33,-118.85712,36.23012
Elephant Fire,2017-07-20T19:16:00Z,416,-119.06598,36.22265
Jacobson Fire,2016-10-20T17:00:00Z,10,-118.551,36.217
Balch Fire,2018-07-27T12:14:00Z,100,-118.82989,36.21634
Fish Fire,2013-08-24T14:31:00Z,2060,-118.444,36.208
Park Fire,2021-07-26T00:00:00Z,100,-118.722167,36.199833
Lowe Fire,2016-06-23T17:57:00Z,52,-120.9293,36.1934
Fox Fire,2017-07-17T15:32:00Z,59,-118.78928,36.18815
Citrus Fire,2019-06-02T16:12:00Z,257,-118.99229,36.18479
Priest Fire,2018-10-13T14:43:00Z,167,-120.69955,36.18401
Wishon Fire,2022-08-15T17:15:00Z,325,-118.71829,36.17768
Pine Fire,2017-09-11T15:11:00Z,43,-120.87609,36.17297
Pine Fire,2017-05-16T16:10:00Z,18,-120.86682,36.1727
Beale Fire,2016-08-18T15:35:00Z,389,-121.38775,36.16965
Tule Fire,2016-08-22T22:00:00Z,395,-118.73906,36.1648
Frame Fire,2019-09-30T17:39:00Z,25,-120.634179,36.154184
Pier Fire,2017-08-29T08:29:00Z,36556,-118.74103,36.15356
Freeman Fire,2013-06-29T14:09:00Z,105,-120.8973,36.1531
Willow Fire,2021-06-18T11:49:41Z,2877,-121.558858,36.151231
Broder Fire,2019-09-06T12:39:18Z,381,-118.185,36.151
Bear Fire,2019-06-03T12:18:00Z,25,-118.80582,36.14246
Frame Fire,2016-07-04T17:15:00Z,145,-120.62048,36.14161
Elm Fire,2017-05-18T13:11:00Z,10000,-120.37116,36.12089
Juniper Fire,2023-07-18T20:59:23Z,15,-120.5689,36.1132
Globe Fire,2017-07-05T08:24:00Z,21,-118.81979,36.10858
Coldwell Fire,2018-06-02T09:55:00Z,13,-120.55324,36.10499
San Lucas Fire,2014-04-30T14:25:00Z,75,-121.117,36.103
Main Fire,2021-07-03T08:00:32Z,384,-119.017899,36.10007
Mineral Fire,2016-08-08T13:08:00Z,7050,-120.51057,36.09974
Kugelman Fire,2016-08-09T17:30:00Z,45,-120.51057,36.09974
Juniper Fire,2017-08-23T13:28:00Z,31,-120.443545,36.099681
Hills Fire,2020-08-15T17:00:46Z,2121,-120.427342,36.09876
Mineral Fire,2020-07-13T16:40:36Z,29667,-120.52193,36.09493
Parkfield Fire,2017-09-03T09:23:00Z,100,-120.52189,36.09486
Triple Fire,2015-07-21T12:35:00Z,430,-118.824235,36.085212
Interstate 5 Fire,2020-05-03T15:52:04Z,2060,-120.106407,36.075003
Curry Fire,2016-07-01T17:16:00Z,2944,-120.452041,36.0749
Jayne Fire,2017-04-20T15:40:00Z,4532,-120.26561,36.07228
Windy Fire,2021-09-09T12:00:00Z,,-118.625,36.058
I-5 Fire,2017-08-24T18:13:00Z,2312,-120.05404,36.05187
Poplar Fire,2022-05-16T18:36:01Z,25,-118.98167,36.051411
Nettle Fire,2021-06-18T10:11:21Z,1265,-118.76857,36.03887
Success Fire,2021-06-18T08:00:00Z,800,-118.85799,36.03223
Valley Fire,2023-06-03T15:53:58Z,135,-118.8582,36.0322
Williams Fire,2023-10-06T15:47:00Z,44,-121.07148,36.0295
Roadrunner Fire,2017-07-30T17:43:00Z,2289,-118.94252,36.0226
Coleman Fire,2016-06-04T14:33:00Z,2520,-121.25029,36.01542
Gulch Fire,2018-08-11T14:12:00Z,700,-120.82226,36.00912
Mill Fire,2019-07-30T13:28:17Z,280,-121.466944,36.008889
Irie Fire,2022-09-21T07:29:00Z,,-118.752908,36.007323
Los Bueyes,2022-08-16T12:38:00Z,,-121.23129,36.003814
Creek Fire,2020-05-30T17:48:59Z,60,-86.8616,35.9994
Meadow Fire,2016-10-29T11:15:00Z,4347,-118.551,35.984
Kettle Fire,2021-10-11T18:43:59Z,447,-119.960099,35.983649
City Fire,2017-05-18T12:54:00Z,20,-119.91508,35.983
Five Fire,2018-08-06T17:29:00Z,2995,-119.98329,35.97896
Rico Fire ,2020-06-22T15:55:55Z,348,-120.87858,35.9789
Nacimiento Fire,2018-10-02T12:32:00Z,150,-121.24898,35.97677
Ardo Fire,2019-06-12T17:23:00Z,43,-120.88241,35.97059
Haycamp Fire,2018-02-07T15:53:00Z,50,-121.28185,35.96689
Lockwood Fire,2017-06-29T20:44:00Z,42,-121.08753,35.96275
Park Fire,2017-07-17T13:15:00Z,1649,-120.55579,35.95911
San Ardo,2018-06-26T07:11:00Z,375,-120.86256,35.95515
Sargent Fire,2019-07-09T21:43:36Z,190,-120.8092,35.95191
Bradley Fire ,2020-06-08T16:16:07Z,230,-120.81509,35.94979
Ridge Fire,2020-06-17T16:54:46Z,83,-121.42113,35.9497
Alvarado Fire,2017-06-28T09:30:00Z,15,-120.87492,35.947
Sam Fire,2018-06-09T15:31:00Z,96,-121.11936,35.9352
Sargents Fire,2021-05-30T15:10:29Z,1118,-120.854096,35.932852
Garza Fire,2017-07-09T15:10:00Z,48660,-120.20014,35.93273
Aqueduct Fire,2018-04-12T14:30:00Z,30,-119.94083,35.92436
Hunter Fire,2020-06-21T16:29:28Z,195,-121.08753,35.90835
Lake Fire,2019-07-29T15:43:48Z,306,-120.984167,35.908333
Jolon Fire,2019-09-01T16:35:55Z,66,-120.992914,35.906482
Pleyto Fire,2017-06-11T18:12:00Z,32,-120.983684,35.902149
Shore Fire,2017-06-16T15:49:00Z,32,-120.93371,35.90092
Springs Fire,2019-06-10T17:51:00Z,47,-118.94106,35.89593
Fountain Fire ,2017-05-31T11:30:00Z,79,-119.00334,35.89423
Springs Fire,2020-06-19T15:19:44Z,217,-118.8613,35.89133
Parkfield Fire,2017-07-08T18:30:00Z,1816,-120.57894,35.86949
Country Fire,2017-08-07T18:08:00Z,82,-120.64584,35.86596
Garrison Fire,2022-07-04T09:26:12Z,138,-120.819059,35.8640822
King Fire,2017-06-13T17:00:00Z,135,-118.74542,35.8556
Range Fire,2017-05-19T13:10:00Z,0,-120.80411,35.85253
Bradley Fire,2016-07-22T15:15:00Z,100,-120.81081,35.85093
Chimney Fire,2016-06-01T15:35:00Z,0,-118.08591,35.84883
Turkey Fire,2018-08-06T12:59:00Z,2225,-120.343056,35.847778
Bryson Fire,2016-05-12T14:13:00Z,25,-121.0381507,35.8378273
White Fire,2018-05-18T11:00:00Z,26,-118.9821,35.826333
Interlake Fire,2014-07-07T16:12:00Z,47,-121.0226,35.8218
York Fire,2019-04-28T22:20:00Z,161,-120.09715,35.81778
Hog Fire,2017-06-09T16:15:00Z,14,-120.52508,35.80375
Vineyard Fire,2023-07-09T18:31:43Z,355,-120.8169,35.8
Yankee Fire,2017-08-11T16:06:00Z,775,-120.77485,35.7908
Cross Fire,2019-10-09T06:52:14Z,289,-120.73102,35.79069
River Fire,2018-08-15T17:14:00Z,496,-118.7393,35.79012
Lynch Fire,2017-10-13T12:14:00Z,73,-120.96514,35.78616
No Name Fire,2023-08-05T17:42:23Z,1120,-117.8875,35.78611
Olive Fire,2017-05-02T14:32:00Z,130,-120.22647,35.78286
Pass Fire,2015-06-15T15:46:00Z,67,-120.19482,35.77937
Hawk Fire,2017-07-07T09:18:00Z,2940,-118.89627,35.77896
Olive Fire,2017-07-24T14:43:00Z,150,-120.23656,35.7751
Cotton Fire,2016-06-11T15:04:00Z,61,-120.251,35.77135
Nacimiento Fire,2017-05-14T12:00:00Z,20,-120.92482,35.77082
Ranchita Fire,2018-06-19T16:06:00Z,10,-120.57833,35.77017
Cove Fire,2017-09-23T15:40:00Z,25,-121.04445,35.76343
Caldwell Fire,2017-09-01T14:37:00Z,1319,-118.406,35.76
Resort Fire,2018-06-03T16:11:00Z,12,-120.91793,35.75737
Cedar Fire,2016-08-16T16:35:00Z,29322,-118.5678,35.7506
Yankee Fire,2018-06-20T18:22:00Z,1500,-120.75593,35.73629
Eagle Fire,2022-06-06T17:50:00Z,36,-120.56019,35.72373
Way Fire,2014-08-18T14:30:00Z,4045,-118.4747,35.7206
Refuge Fire,2019-05-07T15:47:00Z,2500,-119.62762,35.72057
Vineyard Fire,2018-05-29T13:11:00Z,25,-120.64028,35.71859
Deer Fire,2015-07-10T12:41:00Z,95,-121.0157,35.7183
Fay Fire,2017-05-01T12:44:00Z,19,-118.30601,35.71704
Bitter Fire,2019-10-11T12:30:19Z,30,-120.312856,35.709176
Frazier Fire,2016-06-27T12:07:00Z,86,-120.82266,35.70821
Shirley Fire,2013-08-18T23:12:00Z,794,-118.588,35.707
Shirley Fire,2014-06-13T17:00:00Z,3895,-118.555527,35.70683
Calgary Fire,2017-08-05T13:16:00Z,50,-118.47307,35.70639
Chimney Fire,2016-08-13T16:03:00Z,46235,-120.98316,35.70595
Camp Fire,2018-07-17T11:13:00Z,14,-120.97339,35.70086
Gage Fire,2020-06-28T15:58:46Z,33,-120.96759,35.69993
Scodie Fire,2023-07-28T21:28:00Z,20,-118.2148,35.6967
Shandon Fire,2017-05-07T16:41:00Z,12,-120.3317,35.6879
Lucy Fire,2017-06-14T11:44:00Z,150,-120.3187,35.6871
Rock Fire,2018-07-21T15:50:00Z,30,-120.95157,35.68539
Onyx Fire,2016-07-13T17:08:00Z,221,-118.21793,35.68313
French Fire,2021-08-18T18:20:00Z,,-118.501515,35.674926
Vista Fire,2018-06-13T12:38:00Z,60,-120.670311,35.663607
McMillan Fire,2019-06-12T12:48:00Z,1763,-120.41128,35.66318
Tobin Fire,2021-07-31T17:10:53Z,75,-120.560856,35.65927
Woody Fire,2019-04-30T18:37:00Z,115,-118.92545,35.65189
Mustang Fire,2018-07-21T15:01:00Z,37,-120.71907,35.64917
Nicolls Fire ,2014-07-11T13:46:00Z,1680,-118.15,35.642
Gillis Fire,2019-07-08T16:44:08Z,1010,-120.2691666,35.6311111
River Fire,2020-06-22T13:55:00Z,15,-120.68326,35.62906
Adelaida Fire,2013-07-07T13:16:00Z,85,-120.83417,35.62743
Shedd Fire,2016-05-10T16:11:00Z,150,-120.39993,35.61961
Pass Fire,2020-08-04T17:18:17Z,322,-120.40457,35.61521
Almond Fire,2023-08-06T16:52:04Z,5229,-119.835808,35.614674
Erskine Fire,2016-06-23T15:51:00Z,48019,-118.45628,35.6115
Mesa Fire ,2019-07-31T17:13:53Z,448,-118.41204,35.60989
Famoso Fire,2016-07-15T23:55:00Z,138,-118.94811,35.60748
Creek Fire ,2017-06-04T22:11:00Z,33,-118.4642,35.60633
Hub Fire,2017-05-12T05:05:00Z,31,-118.4683,35.60001
Quail Fire,2017-07-06T12:29:00Z,1626,-119.08312,35.59904
Bodfish Fire,2017-06-10T12:17:00Z,206,-118.47939,35.59804
Linne Fire,2017-09-26T16:45:00Z,74,-120.56068,35.5956
Lakewood Fire,2017-09-29T15:58:00Z,40,-118.46734,35.59302
Creston FIre,2018-06-14T17:23:00Z,60,-120.624135,35.58354
Grapevine Fire,2021-03-14T18:35:00Z,86,-117.5910734,35.58198161
Rosa Fire,2022-09-06T15:15:00Z,16,-121.012313,35.580125
Mesa Fire,2022-07-30T16:05:00Z,222,-118.4125811,35.5745007
Bitter Fire ,2019-06-10T11:55:00Z,120,-120.11738,35.57376
Water Fire,2018-05-24T10:43:00Z,100,-120.12441,35.56922
Pine Fire,2018-08-16T16:06:00Z,114,-118.8013889,35.56888889
Pine Fire,2017-06-05T14:02:00Z,10,-118.796513,35.564124
Rocky Fire,2017-05-20T13:11:00Z,17,-120.474,35.556667
Garden Fire,2017-07-30T16:17:00Z,1350,-118.654,35.543
Green Fire,2023-10-06T12:05:00Z,243,-120.9739,35.5421
Highway Fire,2017-06-18T14:22:00Z,1522,-118.66733,35.53456
3-2 Fire,2020-08-16T07:56:39Z,20,-120.801074,35.519723
Call Fire,2018-08-18T15:17:00Z,367,-118.6525,35.51777778
Homestead Fire,2013-05-25T17:35:00Z,50,-120.6368,35.5123
Cottontail Fire,2013-05-20T15:45:00Z,35,-120.91375,35.49864
Havilah Fire,2016-08-28T18:50:00Z,304,-118.5097,35.4976
East Fire ,2023-08-01T14:26:00Z,1540,-118.875657,35.490591
Bitter Fire,2023-08-15T17:56:00Z,703,-120.0574,35.4854
Whale Fire,2020-08-15T13:21:11Z,320,-120.856731,35.472114
Ming Fire,2017-05-20T14:23:00Z,506,-118.85896,35.4605
Shell Fire,2023-07-30T11:56:00Z,100,-120.334625,35.458459
Toro Fire,2013-11-08T10:30:00Z,51,-120.751555,35.457978
Canyon Fire,2021-06-26T20:47:10Z,220,-118.793912,35.442533
Camatta Fire,2017-08-02T10:33:00Z,70,-120.2913,35.4403
Creek Fire,2013-09-24T03:20:00Z,94,-120.8358,35.4393
Placer Fire,2020-08-25T16:29:58Z,53,-120.1243296,35.4335197
Pond Fire,2020-08-01T18:44:52Z,2005,-120.47346,35.43128
Stagecoach Fire,2020-08-03T17:33:03Z,7760,-118.53361,35.43044
Stone Fire,2017-07-09T13:49:00Z,340,-120.47322,35.42433
Bravo Fire,2017-05-15T14:05:00Z,288,-118.84466,35.41283
Peak Fire,2021-07-20T11:40:00Z,2098,-118.46461,35.41153
Soda Fire,2017-10-20T12:13:00Z,21,-120.00353,35.41112
Riata Fire ,2020-06-16T14:44:53Z,18,-120.56823,35.40953
Red Fire,2017-08-02T10:15:00Z,460,-120.28037,35.40357
Beale Fire,2023-08-01T16:00:00Z,61,-120.181725,35.403564
Hill Fire,2017-06-26T15:27:00Z,1626,-120.4992,35.4025
Soda Fire ,2020-07-03T14:00:40Z,157,-120.053275,35.393889
Breckenridge Fire,2018-07-27T16:12:00Z,993,-118.817934,35.387408
Tarina Fire ,2017-06-30T13:49:00Z,1200,-118.80123,35.38298
