creation_date,accession_number,artist,display_title,Latitude,Longitude
1999,1996.7.d,"Goggin, Brian",Substrada [Others],37.74239006,-122.4219599
1999,1996.1.4,"Goggin, Brian",Substrada [Hunt],37.74246399,-122.421598
1999,1997.12,"Goggin, Brian",Substrada [Job],37.74711599,-122.419618
1999,1998.4.1-5,"Goggin, Brian",Substrada [Ballast],37.74676005,-122.4191199
1999,1998.4.1,"Goggin, Brian",Substrada,37.74676005,-122.4191199
1999,1998.4.2,"Goggin, Brian",Substrada [Road],37.74421899,-122.42053
1999,1995.19,"Gouveia (Rigo 99), Ricardo",Thinking of Balmy Alley,37.62043,-122.399165
1999,1995.8.1-2,"Leong, Lampo",Tectonic Melange,37.79605004,-122.4099799
1999,1996.4,"Mandel, Mike and Sultan, Larry",Waiting,37.62043,-122.399165
1999,1995.8.2,"Montoya, Emmanuel Catarino",Wen Ch'ang: Chinese Deity of Literature,37.75199702,-122.419704
1999,1996.1.3,"Montoya, Emmanuel Catarino",Egypt's Contribution to European Civilization,37.75199702,-122.419704
1999,1995.9.2,"Riley, Cheryl",Angels of Mercy,37.78110402,-122.426087
1999,1998.4.5,"Sonnier, Keith",Ceiling Flood,37.62043,-122.399165
2000,1998.11.a,"Alavi, Sayed",Speaking Stones [boulder poem],37.78319903,-122.4775033
2000,1998.3.a-l,"Alavi, Sayed",Speaking Stones [sidwalk poem],37.78328499,-122.477112
2000,1998.11.e,"Alavi, Sayed",Speaking Stones [lobby floor],37.78318718,-122.4775025
2000,1999.21,"Alavi, Sayed",Speaking Stones [seat wall],37.78319479,-122.4773881
2000,1999.19.3,"Alavi, Sayed",Speaking Stones [boulder poem],37.78321299,-122.477965
2000,2000.16,"Alavi, Sayed",Speaking Stones,37.78321299,-122.477965
2000,1999.19.7,"Alavi, Sayed",Speaking Stones [sidwalk poem],37.78321999,-122.477246
2000,1999.8.3,"Alicia, Juana and Montoya, Emmanuel",Sanctuary/Sanctuario,37.62043,-122.399165
2000,1998.7.a-d,"Barth, Anders",First Person Plural,37.78378899,-122.412946
2000,1998.11.b,"Crutcher, Colette and Roller, Mark",Art Panels,37.71413198,-122.465964
2000,1999.18,"Crutcher, Colette and Roller, Mark",Art Panel,37.71413198,-122.465964
2000,1999.7.a-i,"deSoto, Lewis",On The Air,37.62043,-122.399165
2000,1998.11.d,"Howard, Mildred",Salty Peanuts,37.62043,-122.399165
2000,T2018.53,"Hung, Su-Chen",Welcome,37.62043,-122.399165
2000,1999.15,"Kang, Ik-Joong",Gateway,37.62043,-122.399165
2000,1998.8,"Kricken, John and Rolph",Amundsen Historical Plaque,37.76981502,-122.510542
2000,1998.11.f,"Misrach, Richard","Golden Gate Bridge, 4.17.00, 4:01 pm",37.61242626,-122.3937406
2000,T2018.51-61,"Misrach, Richard","Golden Gate Bridge, 3.4.01, 7:30pm",37.61242626,-122.3937406
2000,1998.11.a-f,"Misrach, Richard","Golden Gate Bridge, 2.27.00, 4:55 pm",37.61242626,-122.3937406
2000,1998.11.c,"Pineda, Eduardo and Patlan, Ray",Raizes/Roots,37.75710101,-122.414812
2000,1999.19.6,"Preston, Ann",You Were in Heaven,37.62043,-122.399165
2001,1999.17.6,"Carpenter, James Fraser",Sculptural Light Reflectors,37.62043,-122.399165
2001,1999.19.8,Joesam.,Wade in Water,37.72549801,-122.393582
2002,1999.17.1,"Acconci, Vito",Light Beams for the Sky of Transfer Cooridor,37.62043,-122.399165
2002,1999.12,"Beery, Jonathan",Leatherback Sea Turtle,37.80328006,-122.4316799
2002,1999.19.10,"Beery, Jonathan",The Pink Short-spined Starfish,37.80328006,-122.4316799
2002,1999.19.11,"Fine, Jud and McCarren, Barbara",Split Mound,37.73541003,-122.5068199
2002,1999.17.5,Jon Rubin and Harrell Fletcher,Photos of People from the Neighborhood Enlarged and Attached to the Building,37.79837602,-122.409541
2002,1999.17.9,Jon Rubin and Harrell Fletcher,Stenciled Fortunes,37.79837602,-122.409541
2002,1999.13,"Kahn, Ned",Wind Portal,37.62043,-122.399165
2002,1999.19.13,"Mangrum, Joe",Layla,37.75545003,-122.4187399
2002,1999.19.1-15,"Mangrum, Joe",Swing Daddy,37.75545003,-122.4187399
2002,1999.17.3,"Murrill, Gwynn",Tiger II,37.73541003,-122.5068199
2003,1999.19.5,"Gordon, David, Shu, Wang Po, and Shum, Hilda",Tree,37.78327003,-122.4026999
2003,1999.19.1,"Poethig, Johanna",Play Ball (Basketball),37.78491013,-122.4850171
2003,1999.19.4,"Poethig, Johanna",Play Ball (Tennis),37.78491013,-122.4850171
2003,1999.22.2,"Poethig, Johanna",Play Ball,37.78491013,-122.4850171
2004,1999.16,"Barr, Aileen",Secret Garden,37.74227726,-122.4651058
2004,1999.19.14,"Ozan, Pepe",Invocation,37.74944004,-122.4028299
2005,1999.17.7,"Blackstone, Amy",Untitled,37.76406398,-122.420223
2005,1999.19.15,"Blackstone, Amy","Earth, Fire, and Water",37.79622002,-122.4201299
2005,2000.5.1-2,"Hsu, Joyce",Odonatoa - Kinetic Dragonfly,37.73726004,-122.4210899
2005,1999.17.8,"O'Dell, Shaun",Beyond When the Golden Portal Can Come,37.62043,-122.399165
2005,2000.4.a-d,"O'Dell, Shaun",The Ghost Extraction Dialogue for the Followers of Blood,37.62043,-122.399165
2005,1999.8.1,"Saulls, Vicki",From the Heart Outwards,37.76048001,-122.436243
2005,1999.17.2,"Saulls, Vicki",Welcome Hands,37.76048001,-122.436243
2005,1999.22.1-2,"Saulls, Vicki",Nuotatori,37.802796,-122.412319
2005,1999.19.9,"Saulls, Vicki",Locus,37.802796,-122.412319
2005,1999.17.4,Wang Po Shu,Ghinlon/Transcope,37.77621003,-122.4245699
2005,1999.14,Wang Po Shu,Ghinlon/Transcope,37.77480003,-122.4242999
2005,2000.1,Wang Po Shu,Ghinlon/Transcope,37.77178003,-122.4235899
2005,1999.22.1,Wang Po Shu,Ghinlon/Transcope,37.77572003,-122.4244799
2005,1999.19.12,Wang Po Shu,Ghinlon/Transcope,37.77201003,-122.4237299
2005,1999.17.1-9,Wang Po Shu,Ghinlon/Transcope,37.77388003,-122.4241099
2005,1999.19.2,Wang Po Shu,Ghinlon/Transcope,37.77296003,-122.4239299
2006,2000.2,"Buchen, Bill and Mary",Untitled (Canopy panels),37.76046006,-122.3886699
2006,2001.6.c,"Buchen, Bill and Mary",Untitled (Pole-mounted sculpture),37.76046006,-122.3886699
2006,2000.6,"Buchen, Bill and Mary",Untitled (Third Street Light Rail Project),37.76046006,-122.3886699
2006,2000.12,"Buchen, Bill and Mary",Untitled (Paving inserts),37.76432005,-122.3889599
2006,2001.4,"Buchen, Bill and Mary",Untitled (Paving inserts),37.76880005,-122.3892099
2006,2002.2.1.d,"Buchen, Bill and Mary",Untitled (Paving inserts),37.76046006,-122.3886699
2006,2001.17,"Buchen, Bill and Mary",Untitled (Pole-mounted scupture),37.76046006,-122.3886699
2006,2002.2.1.i,"Buchen, Bill and Mary",Untitled (Canopy panels),37.76880005,-122.3892099
2006,2002.2.1.g,"Buchen, Bill and Mary",Untitled (Pole-mounted sculpture),37.76880005,-122.3892099
2006,2002.2.1.f,"Buchen, Bill and Mary",Untitled (Paving insert),37.77643006,-122.3941499
2006,2002.2.1.b,"Buchen, Bill and Mary",Untitled (Third Street Light Rail Project),37.77643006,-122.3941499
2006,2002.2.1.h,"Buchen, Bill and Mary",Untitled (Pole-mounted sculpture),37.77643006,-122.3941499
2006,2002.7,"Buchen, Bill and Mary",Untitled (Paving inserts),37.77292005,-122.3897999
2006,2004.13.2,"Buchen, Bill and Mary",Untitled (Canopy panels),37.77643006,-122.3941499
2006,2002.2.1.c,"deSoto, Lewis","Shining Paths,San Francisco Sister Cities",37.62043,-122.399165
2006,2000.13,"Hayes, Frederick, JoeSam and Washington, Horace",Untitled (Pole-mounted sculpture),37.73483004,-122.3907699
2006,2000.17,"Hayes, Frederick, JoeSam and Washington, Horace",Untitled (Canopy panels),37.73244003,-122.3916099
2006,T2018.52,"Hayes, Frederick, JoeSam and Washington, Horace",Untitled (Third Street Rail Project),37.73722006,-122.3899399
2006,T2018.51,"Hayes, Frederick, JoeSam and Washington, Horace",Untitled (Third Street Rail Project),37.73244003,-122.3916099
2006,T2018.36,"Hayes, Frederick, JoeSam and Washington, Horace",Untitled (Paving inserts),37.73404005,-122.3910599
2006,2001.6.b,"Hayes, Frederick, JoeSam and Washington, Horace",Untitled (Canopy panels),37.73722006,-122.3899399
2006,2000.15,"Hayes, Frederick, JoeSam and Washington, Horace",Utitled (Pole-mounted sculpture),37.73722006,-122.3899399
2006,2003.3,"Hayes, Frederick, JoeSam and Washington, Horace",Untitled (Third Street Light Rail Project),37.73404005,-122.3910599
2006,2002.2.1.k,"Hayes, Frederick, JoeSam and Washington, Horace",Untitled (Paving inserts),37.73722006,-122.3899399
2006,2003.7.b,"Hayes, Frederick, JoeSam and Washington, Horace",Untitled (Pole-mounted sculpture),37.73244003,-122.3916099
2006,2004.4,"Hayes, Frederick, JoeSam and Washington, Horace",Untitled (Paving inserts),37.73244003,-122.3916099
2006,2004.13.1,"Hayes, Frederick, JoeSam and Washington, Horace",Untitled (Canopy panels),37.73404005,-122.3910599
2006,2001.6.d,"Hsu, Joyce",Incomplete Metamorphosis (Dragonfly),37.77918402,-122.477476
2006,2002.4.a-r,"Hsu, Joyce",Incomplete Metamorphosis,37.77918402,-122.477476
2006,2003.7.a,"Hsu, Joyce",Incomplete Metamorphosis (Firefly),37.77918402,-122.477476
2006,2002.6,"Koloski, Vince",A Library Book,37.77538908,-122.3929457
2006,2001.6.f,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.74273003,-122.3880099
2006,2001.5,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Canopy panels),37.70890004,-122.4052299
2006,2001.6.a,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Third Street Light Rail Project),37.71227003,-122.4026099
2006,2000.14,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.72927003,-122.3927299
2006,2000.5.1,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.76432005,-122.3889599
2006,2001.6.e,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.74901004,-122.3875999
2006,2001.6.a-f,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.77292005,-122.3897999
2006,2002.2.1.j,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.72237005,-122.3955699
2006,2002.2.2,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.72555006,-122.3943299
2006,2002.8,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.75539006,-122.3881099
2006,2002.2.1.a-k,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Third Street Light Rail Project),37.70890004,-122.4052299
2006,2002.9,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.71227003,-122.4026099
2006,2001.18,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Canopy panels),37.71227003,-122.4026099
2006,2002.1,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.71887006,-122.3975699
2006,2003.7.a-b,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Paving inserts),37.71227003,-122.4026099
2006,2004.12,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.70890004,-122.4052299
2006,2004.13.1-3,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Paving inserts),37.70890004,-122.4052299
2006,2004.13.3,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.74909209,-122.3862709
2006,2006.5.g,"Margrill, Anita and Nagasawa, Nobuho",Untitled (Pole-mounted sculpture),37.74038004,-122.3888299
2006,2002.2.1.a,"Nagasawa, Nobuho, Margrill, Anita and Buchen, Bill and Mary",Untitled (Third Street Light Rail Project),37.76432005,-122.3889599
2006,2002.2.1.e,"Nagasawa, Nobuho, Margrill, Anita and Buchen, Bill and Mary",Untitled (Third Street Light Rail Project),37.77292005,-122.3897999
2006,2000.5.2,"Poethig, Johanna and Morales, Julio Cesar",Roots and Veins,37.74588502,-122.452509
2007,2006.5.r,"Kennedy, Deborah",Solar Sight,37.73307005,-122.4488999
2007,2007.32.11,"Lieb, Reddy and Raunsford, Linda",Six Degrees,37.73397999,-122.433626
2007,2005.6.c,"Murrill, Gwynn",Hawk V,37.73541003,-122.5068199
2007,2006.5.o,"Saulls, Vicki",Untitled [pink crab],37.76742006,-122.4606399
2007,2005.7.a,"Saulls, Vicki",Untitled [pelican],37.76742006,-122.4606399
2007,2007.32.8,"Saulls, Vicki",Untitled [tortoise],37.76742006,-122.4606399
2007,2005.7.a-c,"Saulls, Vicki",Untitled [group of animals],37.76742006,-122.4606399
2007,2007.32.1-12,"Saulls, Vicki",Untitled [purple crab],37.76742006,-122.4606399
2007,2006.5.i,"Saulls, Vicki",Untitled [yellow crab],37.76742006,-122.4606399
2008,2005.6.b,"Corliss, Troy",Noe Valley Natives,37.74257702,-122.428479
2008,2007.32.10,Daub Firmin Hendrickson,Harvey Milk [relief],37.77939476,-122.4184766
2008,T2018.67,Daub Firmin Hendrickson,Harvey Milk [bust],37.77939476,-122.4184766
2008,2006.5.f,"Finneran, Bean",Untitled [south wall],37.72508399,-122.474146
2008,2006.4.d,"Finneran, Bean",Untitled [north wall],37.72508399,-122.474146
2008,2007.32.5,"Finneran, Bean",Untitled,37.72508399,-122.474146
2008,2007.22.2.a-d,"Goggin, Brian and Keehn, Dorka",Language of the Birds,37.79789003,-122.4066399
2008,2007.32.12,"Goldberg, Jim and Rubin, Jon",Imagine Even More,37.71639602,-122.457862
2008,2006.5.a-s,"Hsu, Joyce",Namoo House,37.62043,-122.399165
2008,2007.32.1,"Igarashi, Takenobu",Sky Dancing,37.748793,-122.455811
2008,2005.3,"Igarashi, Takenobu",Horizontal Feeling,37.748793,-122.455811
2008,2005.7.b,"Johnson, Amana",Time to Dream (figure),37.734944,-122.389792
2008,2006.5.q,"Johnson, Amana",Time to Dream (bench),37.734944,-122.389792
2008,2006.5.l,"Johnson, Amana",Time to Dream,37.734944,-122.389792
2008,2007.11.2.a-b,"Keefer, Katherine and Gillman, Steve",The Swimmers,37.71347501,-122.415822
2008,2006.5.h,"Lin, Maya",Where the Land Meets the Sea,37.769883,-122.466863
2008,2006.5.c,"Rodriguez, Isis",Untitled [Potrero Del Sol Park],37.74881575,-122.406336
2008,2005.6.a-h,"Rodriguez, Isis",Untitled [Rolph Playground],37.74973005,-122.4068999
2008,2006.5.n,"Smith, Owen",Building the Iron Horse,37.748793,-122.455811
2008,2006.5.b,"Smith, Owen",The Four Elements,37.748793,-122.455811
2008,2005.6.a,"True, Laurel",Sun Spheres,37.72414006,-122.4573599
2008,2007.32.9,"Wagner, Catherine","Swimmer's Waves [column F, row 8]",37.737793,-122.475662
2008,2006.4.a,"Wagner, Catherine","Swimmer's Waves [column D, row 3]",37.737793,-122.475662
2008,2005.2,"Wagner, Catherine","Swimmer's Waves [column F, row 2]",37.737793,-122.475662
2008,2005.6.f,"Wagner, Catherine","Swimmer's Waves [column A, row 3]",37.737793,-122.475662
2008,2006.5.d,"Wagner, Catherine","Swimmer's Waves [column A, row 6]",37.737793,-122.475662
2008,2006.4.a-d,"Wagner, Catherine",Swimmer's Waves,37.737793,-122.475662
2008,2007.32.7,"Wagner, Catherine","Swimmer's Waves [column C, row 7]",37.737793,-122.475662
2008,2006.5.a,"Wagner, Catherine","Swimmer's Waves [column E, row 2]",37.737793,-122.475662
2008,2007.32.2,"Wagner, Catherine","Swimmer's Waves [column D, row 5]",37.737793,-122.475662
2008,2006.5.j,"Wagner, Catherine","Swimmer's Waves [column A, row 1]",37.737793,-122.475662
2008,2005.6.d,"Wagner, Catherine","Swimmer's Waves [column A, row 8]",37.737793,-122.475662
2008,2005.6.g,"Wagner, Catherine","Swimmer's Waves [column C, row 4]",37.737793,-122.475662
2008,2006.5.k,"Wagner, Catherine","Swimmer's Waves [column E, row 6]",37.737793,-122.475662
2008,2007.32.6,"Wagner, Catherine","Swimmer's Waves [column D, row 1]",37.737793,-122.475662
2008,2007.32.4,"Wagner, Catherine","Swimmer's Waves [column G, row 5]",37.737793,-122.475662
2008,T2018.68,"Wagner, Catherine","Swimmer's Waves [column D, row 8]",37.737793,-122.475662
2008,2005.6.e,"Wagner, Catherine","Swimmer's Waves [column B, row 1]",37.737793,-122.475662
2008,2005.5,"Wagner, Catherine","Swimmer's Waves [column B, row 4]",37.737793,-122.475662
2008,2005.6.h,"Wagner, Catherine","Swimmer's Waves [column B, row 8]",37.737793,-122.475662
2008,2006.5.p,"Wagner, Catherine","Swimmer's Waves [column G, row 4]",37.737793,-122.475662
2008,2005.7.c,"Wagner, Catherine","Swimmer's Waves [column E, row 5]",37.737793,-122.475662
2008,2006.5.e,"Wagner, Catherine","Swimmer's Waves [column D, row 7]",37.737793,-122.475662
2008,2006.4.b,"Wagner, Catherine","Swimmer's Waves [column B, row 6]",37.737793,-122.475662
2008,2006.5.m,"Wagner, Catherine","Swimmer's Waves [column F, row 5]",37.737793,-122.475662
2008,2007.32.3,"Wagner, Catherine","Swimmer's Waves [column G, row 8]",37.737793,-122.475662
2008,2006.4.c,"Wagner, Catherine","Swimmer's Waves [column F, row 7]",37.737793,-122.475662
2008,2007.17,"Wagner, Catherine","Swimmer's Waves [column B, row 2]",37.737793,-122.475662
2008,2007.21.1,"Wagner, Catherine","Swimmer's Waves [column G, row 1]",37.737793,-122.475662
2008,2006.5.s,"Zed, Dana",California Wildflowers,37.727114,-122.406362
2009,2007.30.1-3,"Carey, Michael",Woman with Birds,37.75153501,-122.465231
2009,2007.21.3.a-kk,"Carey, Michael",Woman with Birds [obelisk],37.75153501,-122.465231
2009,2007.23,"Carey, Michael",Woman with Birds [figure],37.75153501,-122.465231
2009,2007.5.1,"Davis, Michael and Schwartzenberg, Susan",Homage to the Amateur; The American Dream: A Tribute to Harvey Milk; Bio/Obscura,37.76911006,-122.4349099
2009,2007.20.1,"Powell, Eric",Ocean Current,37.72413599,-122.456251
2009,2007.9.1,"Telcocci, Gina",here and past here,37.76013602,-122.397664
2009,2007.20.2.a-d,"Washington, Horace",Untitled,37.78439299,-122.435069
2009,2007.20.1-3,Wowhaus,Sunnyside Menagerie [cakesydillo],37.73190099,-122.440806
2009,2007.31.2.a-d,Wowhaus,Sunnyside Menagerie [glyphies],37.73190099,-122.440806
2009,2007.22.1-3,Wowhaus,Sunnyside Menagerie,37.73190099,-122.440806
2009,2007.12.1,Wowhaus,Sunnyside Menagerie [gumpus bumpus],37.73190099,-122.440806
2009,2006.8,Wowhaus,Sunnyside Menagerie [trilogator],37.73190099,-122.440806
2009,2007.16,Wowhaus,Sunnyside Menagerie [possumbat],37.73190099,-122.440806
2010,2007.12.1-3,"Donahue, Scott",Touching Earth,37.78186099,-122.468039
2010,2007.8.1-3,"Pumpelly Bates, Diana",Reflection,37.748793,-122.455811
2010,2007.2.b,"Roberts, Kent",Passage,37.80328006,-122.4316799
2010,2007.10.2.a-j,"Zoell, Bob",BFILRYD,37.62043,-122.399165
2011,2007.7.3.a-j,"Buster, Kendall",Topograph I and II,37.62043,-122.399165
2011,2007.11.1,"Echelman, Janet",Every Beating Second,37.62043,-122.399165
2011,2007.2.a-b,"Grieve, Mark and Spector, Ilana",Full Circles,37.71136801,-122.404743
2011,2007.28,"Kitundu, Walter",San Francisco Bay Area Bird Encounters,37.62043,-122.399165
2011,2007.12.3.a-l,"Sato, Norie",Air Over Under,37.62043,-122.399165
2011,2007.8.2.a-d,"Sowers, Charles",Butterfly Wall,37.77712,-122.41964
2011,2007.26,"Sowers, Charles",Windswept,37.76442298,-122.438148
2011,2007.8.1,"True, Laurel",Lily Pod,37.77625006,-122.4278999
2011,2007.6.1,Wowhaus,Abundance,37.75117002,-122.498099
2012,2007.9.2.a-j,"Bartalos, Michael",Mission Parade,37.75938005,-122.4213399
2012,2007.14,"Crutcher, Colette",Plaything of the Wind [kites and clouds],37.79434399,-122.411507
2012,2007.25,"Crutcher, Colette",Plaything of the Wind,37.79434399,-122.411507
2012,2007.5.1-2,"Crutcher, Colette",Plaything of the Wind [dragon kite],37.79434399,-122.411507
2012,2007.27,"Crutcher, Colette",Plaything of the Wind [child],37.79434399,-122.411507
2012,2007.10.1-2,"Kahn, Ned",Firefly,37.78111102,-122.418926
2012,2007.31.1-3,Nagasawa Nobuho,Ship Shape Shifting Time,37.75007006,-122.3904499
2012,2007.4.3,"Ohtake, Moto",Aero #8,37.773523,-122.486895
2012,2006.7,"Richards, Peter and Schwartzenberg, Susan",Philosopher's Way,37.71873004,-122.4185399
2012,2007.12.2.a-b,"Sheng, Shan Shan",Active Memory,37.79434399,-122.411507
2012,2007.24,"SuÃ¡rez-Wolfe, Primitivo",Domestic Seating (Leather Chair),37.76946004,-122.4291199
2012,2007.9.1-2,"SuÃ¡rez-Wolfe, Primitivo",Domestic Seating (Wooden Chair),37.76946004,-122.4291199
2012,2007.7.2.a-d,"SuÃ¡rez-Wolfe, Primitivo",Domestic Seating (Rocking Chair),37.76946004,-122.4291199
2012,2007.4.1-3,"SuÃ¡rez-Wolfe, Primitivo",Domestic Seating  (Wooden Chair),37.76946004,-122.4291199
2012,2007.30.1,"SuÃ¡rez-Wolfe, Primitivo",Domestic Seating,37.76946004,-122.4291199
2012,2006.6,"Tedrick, Bryan",Pacific Breath,37.75721702,-122.48667
2013,2007.4.1,"Crutcher, Colette",Dahlias,37.77283722,-122.4982313
2013,2007.31.1,"Hendrickson, Jonah",Adolph Sutro,37.77939476,-122.4184766
2013,2007.4.2.a-h,"Kusama, Yayoi",High Heels for Going to Heaven,37.62043,-122.399165
2013,2007.21.1-3,"Mazinani, Sanaz",Forever in the Sky: Mission,37.62043,-122.399165
2013,2007.7.1,"Mazinani, Sanaz",Forever in the Sky: Sutro Tower,37.62043,-122.399165
2013,2007.22.1,"Mazinani, Sanaz",Forever in the Sky: City Hall,37.62043,-122.399165
2013,2007.2.a,"Mazinani, Sanaz",Forever in the Sky: Bayview,37.62043,-122.399165
2013,2007.31.3.a-bb,"Mazinani, Sanaz",Forever in the Sky: Richmond,37.62043,-122.399165
2013,2007.15,"Mazinani, Sanaz",Forever in the Sky: Golden Gate,37.62043,-122.399165
2013,2007.22.3.a-t,"Ording, Kelly",Windmills,37.72908199,-122.409818
2013,2007.11.1-3,"Poethig, Johanna",Celebrate Ability,37.78439299,-122.435069
2013,2007.13,"Powell, Eric",Cayuga Portal,37.714271,-122.449716
2013,2007.6.2.a-j,"Rydingsvard, Ursula von",Ocean Voices II,37.62043,-122.399165
2013,2007.30.2.a-d,"Saunders, Ron Moultrie",Symbiotic Relationships (panel 1 of 5),37.73248202,-122.391314
2013,2007.7.1-3,"Saunders, Ron Moultrie",Symbiotic Relationships (panel 5 of 5),37.73248202,-122.391314
2013,2007.29,"Saunders, Ron Moultrie",Spirit and Nature Dancing Together,37.73248202,-122.391314
2013,2007.20.3.a-m,"Saunders, Ron Moultrie",Symbiotic Relationships (panel 2 of 5),37.73248202,-122.391314
2013,2007.18,"Saunders, Ron Moultrie",Symbiotic Relationships (panel 4 of 5),37.73248202,-122.391314
2013,2007.5.2.a-j,"Saunders, Ron Moultrie",Symbiotic Relationships,37.73248202,-122.391314
2013,2007.10.1,"Saunders, Ron Moultrie",Spirit and Nature Dancing Together (panel 3 of 4),37.73248202,-122.391314
2013,2007.11.3.a-l,"Saunders, Ron Moultrie",Spirit and Nature Dancing Together (panel 4 of 4),37.73248202,-122.391314
2013,2007.30.3.a-h,"Saunders, Ron Moultrie",Symbiotic Relationships (panel 3 of 5),37.73248202,-122.391314
2013,2007.21.2.a-d,"Saunders, Ron Moultrie",Spirit and Nature Dancing Together (panel 1 of 4),37.73248202,-122.391314
2013,2007.8.3.a-j,"Saunders, Ron Moultrie",Spirit and Nature Dancing Together (panel 2 of 4),37.73248202,-122.391314
2013,2007.6.1-2,"Thomas, Hank Willis",Impossibly,37.62043,-122.399165
2014,2007.34.3,"Blackstone, Amy",Boeddeker's Blooming Bounty,37.78416601,-122.411974
2014,2008.1.a,"Britton, Val",Voyage,37.62043,-122.399165
2014,2008.1.c,"Fontana, Bill",Sonic Dreamscape,37.802796,-122.412319
2014,2008.1.e,"Haddad, Laura; Drugan, Tom",Bayview Rise,37.74594305,-122.3840473
2014,2008.1.b,"Melchert, Jim",Riven / River,37.62043,-122.399165
2014,2007.19,Merge Conceptual Design,Sky,37.62043,-122.399165
2014,2007.34.4,MoreLab,Handsignals,37.77159005,-122.4225299
2014,2013.1,"Staller, Eric",Spirogyrate,37.62043,-122.399165
2015,2007.33,"Attie, Shimon",Spiral of Gratitude,37.772515,-122.389065
2015,2008.10.z,"Bendolph, Louisiana",New Generation,37.62043,-122.399165
2015,2008.13.1,"Blum, Nancy",Revival [Arnica and Angelica;  Foxglove and Aconite; Passion Flower and Yarrow; Monkshood and Echinacea; and Passion Flower and Foxglove],37.75632799,-122.405817
2015,2008.10.s,"Ellingson, Amy",Untitled (Large Variation),37.62043,-122.399165
2015,2007.34.2,"Galloway, Stephen",Redbud Redux Suite,37.75632799,-122.405817
2015,2011.24,"Garcia, Rupert",Nature of Medicine,37.75632799,-122.405817
2015,2008.1.f,"Garten, Cliff",Ethereal Bodies 8,37.75632799,-122.405817
2015,2008.13.6,"Howard, Mildred",Forever Yours,37.75632799,-122.405817
2015,2008.10.f,"Kos, Paul",First Responder Plaza,37.77202005,-122.3897099
2015,2008.8,"Kos, Paul",Quaking Aspens,37.75632799,-122.405817
2015,2007.34.1-5,"Martinez, Jetro",Amate San Francisco,37.75632799,-122.405817
2015,2008.9,"Masaoka, Alan",River of Time,37.75632799,-122.405817
2015,2011.30.a-n,"Morales, Julio Cesar",Repeat Melody,37.75632799,-122.405817
2015,2007.34.1,"Murch, Anna Valentina",Archipelago,37.75632799,-122.405817
2015,2008.1.a-f,"Nagase, Masayuki",Breath Between Sky and Ocean [Boulder],37.75632799,-122.405817
2015,2007.34.5,"Nagase, Masayuki",Breath Between Sky and Ocean [Paver],37.75632799,-122.405817
2015,2011.29.a,"Nagase, Masayuki",Breath Between Sky and Ocean [Seating],37.75632799,-122.405817
2015,2008.14,"Nagase, Masayuki",Breath Between Sky and Ocean,37.75632799,-122.405817
2015,2008.1.d,"Otterness, Tom",Mother with Children with Hearts,37.75632799,-122.405817
2015,2008.4.a-c,"Otterness, Tom","Mother with Children with Hearts [Heart Figures Couple, Dr. and Patient with Crutch]",37.75632799,-122.405817
2015,2008.10.i,"Otterness, Tom",Mother with Children with Hearts [Sunbathing Heart Figure w/Shoes],37.75632799,-122.405817
2015,2008.10.g,"Otterness, Tom",Mother with Children with Hearts [Seated Heart Figure with Baby Heart w/Thermometer],37.75632799,-122.405817
2015,2008.10.h,"Otterness, Tom",Mother with Children with Hearts [Leaning Heart Figure w/Phone],37.75632799,-122.405817
2015,2008.10.q,"Otterness, Tom",Mother with Children with Hearts [Seated Heart Figures Couple],37.75632799,-122.405817
2015,2008.10.n,"Otterness, Tom",Mother with Children with Hearts [Mother],37.75632799,-122.405817
2015,2008.10.w,"Otterness, Tom",Mother with Children with Hearts [Heart Figure in Wheelchair],37.75632799,-122.405817
2015,2008.13.4,"Otterness, Tom",Mother with Children with Hearts [Walking Heart Figure w/Hat],37.75632799,-122.405817
2015,2008.10.a-aa,"Stern, Arthur",The Streets and Hills of San Francisco,37.75632799,-122.405817
2015,2008.10.t,"Wolff, Lena",Tree of Life,37.75632799,-122.405817
2015,2008.10.a,"Wolff, Lena",Circular Path,37.75632799,-122.405817
